[2026-09-07 19:11:48] INFO T1 retrieval adaptation start | run=cross_dataset_t1/pems08_head_adapter_seed42 | device=cuda:0 (requested=cuda:0) | seed=42 | output=C:\Users\clw\projects\researchRep\STAnchor-BlockMemory\artifacts\cross_dataset_t1\pems08_head_adapter_seed42
[2026-09-07 19:11:48] INFO Data | steps=17856 | nodes=170 | channels=1 | train/val/test=12200/1486/3273
[2026-09-07 19:11:48] INFO Transfer | stage=t1_head_adapter | source=C:\Users\clw\projects\researchRep\STAnchor-BlockMemory\artifacts\metrla_e5_tgge_hn_offset_decay_v2_transfer_hidden128_ffn2_b16_seed42\pretrain_best.pt | source_fingerprint=7f34ac9201d35bc36e99778540e8b27cfccbffd6c4096fb79bb0fdfa6c93da74 | graph_fingerprint=4b5345d012175b7f875409f84195048c08d29b5201b853c008768c628937f4bf
[2026-09-07 19:11:48] INFO Parameters | total=958,704 | trainable=66,208 | trainable_tensors=11 | prefixes=retrieval_head.pool_projection.,retrieval_head.pool_score.,retrieval_head.key_mlp.,retrieval_head.domain_adapter.
[2026-09-07 19:11:48] INFO Optimization | epochs=8 | batch_size=16 | lr=0.0003 | weight_decay=0.0001 | relation_weight=1.000 | distill_weight=0.050 | reconstruction_weight=0
[2026-09-07 19:11:48] INFO Epoch 001/008 started | train_batches=763 | val_batches=93
[2026-09-07 19:11:59] INFO Epoch 001 | train batch=120/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:12:00] INFO Epoch 001 | train batch=130/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:12:01] INFO Epoch 001 | train batch=140/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:12:02] INFO Epoch 001 | train batch=150/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:12:03] INFO Epoch 001 | train batch=160/763 | elapsed=0.2 min | eta=0.9 min
[2026-09-07 19:12:04] INFO Epoch 001 | train batch=170/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:12:05] INFO Epoch 001 | train batch=180/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:12:06] INFO Epoch 001 | train batch=190/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:12:07] INFO Epoch 001 | train batch=200/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:12:08] INFO Epoch 001 | train batch=210/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:12:08] INFO Epoch 001 | train batch=220/763 | elapsed=0.3 min | eta=0.8 min
[2026-09-07 19:12:09] INFO Epoch 001 | train batch=230/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:12:10] INFO Epoch 001 | train batch=240/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:12:11] INFO Epoch 001 | train batch=250/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:12:12] INFO Epoch 001 | train batch=260/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:12:13] INFO Epoch 001 | train batch=270/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:12:14] INFO Epoch 001 | train batch=280/763 | elapsed=0.4 min | eta=0.7 min
[2026-09-07 19:12:15] INFO Epoch 001 | train batch=290/763 | elapsed=0.4 min | eta=0.7 min
[2026-09-07 19:12:16] INFO Epoch 001 | train batch=300/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:12:17] INFO Epoch 001 | train batch=310/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:12:18] INFO Epoch 001 | train batch=320/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:12:18] INFO Epoch 001 | train batch=330/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:12:19] INFO Epoch 001 | train batch=340/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:12:20] INFO Epoch 001 | train batch=350/763 | elapsed=0.5 min | eta=0.6 min
[2026-09-07 19:12:21] INFO Epoch 001 | train batch=360/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:12:22] INFO Epoch 001 | train batch=370/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:12:23] INFO Epoch 001 | train batch=380/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:12:24] INFO Epoch 001 | train batch=390/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:12:25] INFO Epoch 001 | train batch=400/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:12:26] INFO Epoch 001 | train batch=410/763 | elapsed=0.6 min | eta=0.5 min
[2026-09-07 19:12:27] INFO Epoch 001 | train batch=420/763 | elapsed=0.6 min | eta=0.5 min
[2026-09-07 19:12:28] INFO Epoch 001 | train batch=430/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:12:29] INFO Epoch 001 | train batch=440/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:12:29] INFO Epoch 001 | train batch=450/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:12:30] INFO Epoch 001 | train batch=460/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:12:31] INFO Epoch 001 | train batch=470/763 | elapsed=0.7 min | eta=0.4 min
[2026-09-07 19:12:32] INFO Epoch 001 | train batch=480/763 | elapsed=0.7 min | eta=0.4 min
[2026-09-07 19:12:33] INFO Epoch 001 | train batch=490/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:12:34] INFO Epoch 001 | train batch=500/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:12:35] INFO Epoch 001 | train batch=510/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:12:36] INFO Epoch 001 | train batch=520/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:12:37] INFO Epoch 001 | train batch=530/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:12:38] INFO Epoch 001 | train batch=540/763 | elapsed=0.8 min | eta=0.3 min
[2026-09-07 19:12:39] INFO Epoch 001 | train batch=550/763 | elapsed=0.8 min | eta=0.3 min
[2026-09-07 19:12:40] INFO Epoch 001 | train batch=560/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:12:40] INFO Epoch 001 | train batch=570/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:12:41] INFO Epoch 001 | train batch=580/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:12:42] INFO Epoch 001 | train batch=590/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:12:43] INFO Epoch 001 | train batch=600/763 | elapsed=0.9 min | eta=0.2 min
[2026-09-07 19:12:44] INFO Epoch 001 | train batch=610/763 | elapsed=0.9 min | eta=0.2 min
[2026-09-07 19:12:45] INFO Epoch 001 | train batch=620/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:12:46] INFO Epoch 001 | train batch=630/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:12:47] INFO Epoch 001 | train batch=640/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:12:48] INFO Epoch 001 | train batch=650/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:12:49] INFO Epoch 001 | train batch=660/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:12:50] INFO Epoch 001 | train batch=670/763 | elapsed=1.0 min | eta=0.1 min
[2026-09-07 19:12:51] INFO Epoch 001 | train batch=680/763 | elapsed=1.0 min | eta=0.1 min
[2026-09-07 19:12:52] INFO Epoch 001 | train batch=690/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:12:52] INFO Epoch 001 | train batch=700/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:12:53] INFO Epoch 001 | train batch=710/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:12:54] INFO Epoch 001 | train batch=720/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:12:55] INFO Epoch 001 | train batch=730/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:12:56] INFO Epoch 001 | train batch=740/763 | elapsed=1.1 min | eta=0.0 min
[2026-09-07 19:12:57] INFO Epoch 001 | train batch=750/763 | elapsed=1.1 min | eta=0.0 min
[2026-09-07 19:12:58] INFO Epoch 001 | train batch=760/763 | elapsed=1.2 min | eta=0.0 min
[2026-09-07 19:12:58] INFO Epoch 001 | train batch=763/763 | elapsed=1.2 min | eta=0.0 min
[2026-09-07 19:12:58] INFO Epoch 001 | val batch=1/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:12:59] INFO Epoch 001 | val batch=10/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:13:00] INFO Epoch 001 | val batch=20/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:13:01] INFO Epoch 001 | val batch=30/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:13:02] INFO Epoch 001 | val batch=40/93 | elapsed=0.1 min | eta=0.1 min
[2026-09-07 19:13:03] INFO Epoch 001 | val batch=50/93 | elapsed=0.1 min | eta=0.1 min
[2026-09-07 19:13:03] INFO Epoch 001 | val batch=60/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:13:04] INFO Epoch 001 | val batch=70/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:13:05] INFO Epoch 001 | val batch=80/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:13:06] INFO Epoch 001 | val batch=90/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:13:06] INFO Epoch 001 | val batch=93/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:13:06] INFO Epoch 001 | train_total=2.358302 | train_relation=2.353781 | train_distill=0.090415 | val_total=1.922562 | val_relation=1.916574 | val_distill=0.119772 | val_anchors=252620 | val_candidates=2440180 | val_teacher_keff=2.677 | val_student_keff=6.199 | seconds(train/val)=70.13/8.16
[2026-09-07 19:13:06] INFO Checkpoint updated | epoch=1 | best_val_relation=1.916574 | path=C:\Users\clw\projects\researchRep\STAnchor-BlockMemory\artifacts\cross_dataset_t1\pems08_head_adapter_seed42\retrieval_t1_best.pt
[2026-09-07 19:13:06] INFO Epoch 002/008 started | train_batches=763 | val_batches=93
[2026-09-07 19:13:07] INFO Epoch 002 | train batch=1/763 | elapsed=0.0 min | eta=1.3 min
[2026-09-07 19:13:07] INFO Epoch 002 | train batch=10/763 | elapsed=0.0 min | eta=1.2 min
[2026-09-07 19:13:08] INFO Epoch 002 | train batch=20/763 | elapsed=0.0 min | eta=1.1 min
[2026-09-07 19:13:09] INFO Epoch 002 | train batch=30/763 | elapsed=0.0 min | eta=1.1 min
[2026-09-07 19:13:10] INFO Epoch 002 | train batch=40/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:13:11] INFO Epoch 002 | train batch=50/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:13:12] INFO Epoch 002 | train batch=60/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:13:13] INFO Epoch 002 | train batch=70/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:13:14] INFO Epoch 002 | train batch=80/763 | elapsed=0.1 min | eta=1.0 min
[2026-09-07 19:13:15] INFO Epoch 002 | train batch=90/763 | elapsed=0.1 min | eta=1.0 min
[2026-09-07 19:13:16] INFO Epoch 002 | train batch=100/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:13:17] INFO Epoch 002 | train batch=110/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:13:17] INFO Epoch 002 | train batch=120/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:13:18] INFO Epoch 002 | train batch=130/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:13:19] INFO Epoch 002 | train batch=140/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:13:20] INFO Epoch 002 | train batch=150/763 | elapsed=0.2 min | eta=0.9 min
[2026-09-07 19:13:21] INFO Epoch 002 | train batch=160/763 | elapsed=0.2 min | eta=0.9 min
[2026-09-07 19:13:22] INFO Epoch 002 | train batch=170/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:13:23] INFO Epoch 002 | train batch=180/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:13:24] INFO Epoch 002 | train batch=190/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:13:25] INFO Epoch 002 | train batch=200/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:13:26] INFO Epoch 002 | train batch=210/763 | elapsed=0.3 min | eta=0.8 min
[2026-09-07 19:13:27] INFO Epoch 002 | train batch=220/763 | elapsed=0.3 min | eta=0.8 min
[2026-09-07 19:13:28] INFO Epoch 002 | train batch=230/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:13:29] INFO Epoch 002 | train batch=240/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:13:29] INFO Epoch 002 | train batch=250/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:13:30] INFO Epoch 002 | train batch=260/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:13:31] INFO Epoch 002 | train batch=270/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:13:32] INFO Epoch 002 | train batch=280/763 | elapsed=0.4 min | eta=0.7 min
[2026-09-07 19:13:33] INFO Epoch 002 | train batch=290/763 | elapsed=0.4 min | eta=0.7 min
[2026-09-07 19:13:34] INFO Epoch 002 | train batch=300/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:13:35] INFO Epoch 002 | train batch=310/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:13:36] INFO Epoch 002 | train batch=320/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:13:37] INFO Epoch 002 | train batch=330/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:13:38] INFO Epoch 002 | train batch=340/763 | elapsed=0.5 min | eta=0.6 min
[2026-09-07 19:13:39] INFO Epoch 002 | train batch=350/763 | elapsed=0.5 min | eta=0.6 min
[2026-09-07 19:13:40] INFO Epoch 002 | train batch=360/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:13:41] INFO Epoch 002 | train batch=370/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:13:41] INFO Epoch 002 | train batch=380/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:13:42] INFO Epoch 002 | train batch=390/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:13:43] INFO Epoch 002 | train batch=400/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:13:44] INFO Epoch 002 | train batch=410/763 | elapsed=0.6 min | eta=0.5 min
[2026-09-07 19:13:45] INFO Epoch 002 | train batch=420/763 | elapsed=0.6 min | eta=0.5 min
[2026-09-07 19:13:46] INFO Epoch 002 | train batch=430/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:13:47] INFO Epoch 002 | train batch=440/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:13:48] INFO Epoch 002 | train batch=450/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:13:49] INFO Epoch 002 | train batch=460/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:13:50] INFO Epoch 002 | train batch=470/763 | elapsed=0.7 min | eta=0.5 min
[2026-09-07 19:13:51] INFO Epoch 002 | train batch=480/763 | elapsed=0.7 min | eta=0.4 min
[2026-09-07 19:13:52] INFO Epoch 002 | train batch=490/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:13:53] INFO Epoch 002 | train batch=500/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:13:53] INFO Epoch 002 | train batch=510/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:13:54] INFO Epoch 002 | train batch=520/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:13:55] INFO Epoch 002 | train batch=530/763 | elapsed=0.8 min | eta=0.4 min
[2026-09-07 19:13:56] INFO Epoch 002 | train batch=540/763 | elapsed=0.8 min | eta=0.3 min
[2026-09-07 19:13:57] INFO Epoch 002 | train batch=550/763 | elapsed=0.8 min | eta=0.3 min
[2026-09-07 19:13:58] INFO Epoch 002 | train batch=560/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:13:59] INFO Epoch 002 | train batch=570/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:14:00] INFO Epoch 002 | train batch=580/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:14:01] INFO Epoch 002 | train batch=590/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:14:02] INFO Epoch 002 | train batch=600/763 | elapsed=0.9 min | eta=0.3 min
[2026-09-07 19:14:03] INFO Epoch 002 | train batch=610/763 | elapsed=0.9 min | eta=0.2 min
[2026-09-07 19:14:04] INFO Epoch 002 | train batch=620/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:14:05] INFO Epoch 002 | train batch=630/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:14:05] INFO Epoch 002 | train batch=640/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:14:06] INFO Epoch 002 | train batch=650/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:14:07] INFO Epoch 002 | train batch=660/763 | elapsed=1.0 min | eta=0.2 min
[2026-09-07 19:14:08] INFO Epoch 002 | train batch=670/763 | elapsed=1.0 min | eta=0.1 min
[2026-09-07 19:14:09] INFO Epoch 002 | train batch=680/763 | elapsed=1.0 min | eta=0.1 min
[2026-09-07 19:14:10] INFO Epoch 002 | train batch=690/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:14:11] INFO Epoch 002 | train batch=700/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:14:12] INFO Epoch 002 | train batch=710/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:14:13] INFO Epoch 002 | train batch=720/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:14:14] INFO Epoch 002 | train batch=730/763 | elapsed=1.1 min | eta=0.1 min
[2026-09-07 19:14:15] INFO Epoch 002 | train batch=740/763 | elapsed=1.1 min | eta=0.0 min
[2026-09-07 19:14:16] INFO Epoch 002 | train batch=750/763 | elapsed=1.2 min | eta=0.0 min
[2026-09-07 19:14:17] INFO Epoch 002 | train batch=760/763 | elapsed=1.2 min | eta=0.0 min
[2026-09-07 19:14:17] INFO Epoch 002 | train batch=763/763 | elapsed=1.2 min | eta=0.0 min
[2026-09-07 19:14:17] INFO Epoch 002 | val batch=1/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:14:18] INFO Epoch 002 | val batch=10/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:14:19] INFO Epoch 002 | val batch=20/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:14:19] INFO Epoch 002 | val batch=30/93 | elapsed=0.0 min | eta=0.1 min
[2026-09-07 19:14:20] INFO Epoch 002 | val batch=40/93 | elapsed=0.1 min | eta=0.1 min
[2026-09-07 19:14:21] INFO Epoch 002 | val batch=50/93 | elapsed=0.1 min | eta=0.1 min
[2026-09-07 19:14:22] INFO Epoch 002 | val batch=60/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:14:23] INFO Epoch 002 | val batch=70/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:14:24] INFO Epoch 002 | val batch=80/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:14:25] INFO Epoch 002 | val batch=90/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:14:25] INFO Epoch 002 | val batch=93/93 | elapsed=0.1 min | eta=0.0 min
[2026-09-07 19:14:25] INFO Epoch 002 | train_total=2.265792 | train_relation=2.259464 | train_distill=0.126550 | val_total=1.879125 | val_relation=1.872213 | val_distill=0.138229 | val_anchors=252620 | val_candidates=2440180 | val_teacher_keff=2.677 | val_student_keff=6.040 | seconds(train/val)=70.36/8.23
[2026-09-07 19:14:25] INFO Checkpoint updated | epoch=2 | best_val_relation=1.872213 | path=C:\Users\clw\projects\researchRep\STAnchor-BlockMemory\artifacts\cross_dataset_t1\pems08_head_adapter_seed42\retrieval_t1_best.pt
[2026-09-07 19:14:25] INFO Epoch 003/008 started | train_batches=763 | val_batches=93
[2026-09-07 19:14:25] INFO Epoch 003 | train batch=1/763 | elapsed=0.0 min | eta=1.2 min
[2026-09-07 19:14:26] INFO Epoch 003 | train batch=10/763 | elapsed=0.0 min | eta=1.2 min
[2026-09-07 19:14:27] INFO Epoch 003 | train batch=20/763 | elapsed=0.0 min | eta=1.1 min
[2026-09-07 19:14:28] INFO Epoch 003 | train batch=30/763 | elapsed=0.0 min | eta=1.1 min
[2026-09-07 19:14:29] INFO Epoch 003 | train batch=40/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:14:30] INFO Epoch 003 | train batch=50/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:14:31] INFO Epoch 003 | train batch=60/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:14:32] INFO Epoch 003 | train batch=70/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:14:32] INFO Epoch 003 | train batch=80/763 | elapsed=0.1 min | eta=1.1 min
[2026-09-07 19:14:33] INFO Epoch 003 | train batch=90/763 | elapsed=0.1 min | eta=1.0 min
[2026-09-07 19:14:34] INFO Epoch 003 | train batch=100/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:14:35] INFO Epoch 003 | train batch=110/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:14:36] INFO Epoch 003 | train batch=120/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:14:37] INFO Epoch 003 | train batch=130/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:14:38] INFO Epoch 003 | train batch=140/763 | elapsed=0.2 min | eta=1.0 min
[2026-09-07 19:14:39] INFO Epoch 003 | train batch=150/763 | elapsed=0.2 min | eta=0.9 min
[2026-09-07 19:14:40] INFO Epoch 003 | train batch=160/763 | elapsed=0.2 min | eta=0.9 min
[2026-09-07 19:14:41] INFO Epoch 003 | train batch=170/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:14:42] INFO Epoch 003 | train batch=180/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:14:43] INFO Epoch 003 | train batch=190/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:14:44] INFO Epoch 003 | train batch=200/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:14:44] INFO Epoch 003 | train batch=210/763 | elapsed=0.3 min | eta=0.9 min
[2026-09-07 19:14:45] INFO Epoch 003 | train batch=220/763 | elapsed=0.3 min | eta=0.8 min
[2026-09-07 19:14:46] INFO Epoch 003 | train batch=230/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:14:47] INFO Epoch 003 | train batch=240/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:14:48] INFO Epoch 003 | train batch=250/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:14:49] INFO Epoch 003 | train batch=260/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:14:50] INFO Epoch 003 | train batch=270/763 | elapsed=0.4 min | eta=0.8 min
[2026-09-07 19:14:51] INFO Epoch 003 | train batch=280/763 | elapsed=0.4 min | eta=0.7 min
[2026-09-07 19:14:52] INFO Epoch 003 | train batch=290/763 | elapsed=0.4 min | eta=0.7 min
[2026-09-07 19:14:53] INFO Epoch 003 | train batch=300/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:14:54] INFO Epoch 003 | train batch=310/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:14:55] INFO Epoch 003 | train batch=320/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:14:56] INFO Epoch 003 | train batch=330/763 | elapsed=0.5 min | eta=0.7 min
[2026-09-07 19:14:56] INFO Epoch 003 | train batch=340/763 | elapsed=0.5 min | eta=0.6 min
[2026-09-07 19:14:57] INFO Epoch 003 | train batch=350/763 | elapsed=0.5 min | eta=0.6 min
[2026-09-07 19:14:58] INFO Epoch 003 | train batch=360/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:14:59] INFO Epoch 003 | train batch=370/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:15:00] INFO Epoch 003 | train batch=380/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:15:01] INFO Epoch 003 | train batch=390/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:15:02] INFO Epoch 003 | train batch=400/763 | elapsed=0.6 min | eta=0.6 min
[2026-09-07 19:15:03] INFO Epoch 003 | train batch=410/763 | elapsed=0.6 min | eta=0.5 min
[2026-09-07 19:15:04] INFO Epoch 003 | train batch=420/763 | elapsed=0.6 min | eta=0.5 min
[2026-09-07 19:15:05] INFO Epoch 003 | train batch=430/763 | elapsed=0.7 min | eta=0.5 min
